privilege_type,privilege_name,privilege_description,privilege_score
scp,msgraph_beta.generated.models.gcp_action_permissions_definition_action,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph_beta import GraphServiceClient from msgraph_beta.generated.models.scheduled_permissions_request import ScheduledPermissionsRequest from msgraph_beta.generated.models.single_resource_gcp_permissions_definition import SingleResourceGcpPermissionsDefinition from msgraph_beta.generated.models.permissions_definition_authorization_system import PermissionsDefinitionAuthorizationSystem from msgraph_beta.generated.models.gcp_action_permissions_definition_action import GcpActionPermissionsDefinitionAction from msgraph_beta.generated.models.permissions_definition_authorization_system_identity import PermissionsDefinitionAuthorizationSystemIdentity from msgraph_beta.generated.models.ed_identity_source import EdIdentitySource from msgraph_beta.generated.models.permissions_definition_identity_type import PermissionsDefinitionIdentityType from msgraph_beta.generated.models.request_schedule import RequestSchedule from msgraph_beta.generated.models.expiration_pattern import ExpirationPattern from msgraph_beta.generated.models.ticket_info import TicketInfo # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = ScheduledPermissionsRequest( requested_permissions = SingleResourceGcpPermissionsDefinition( odata_type = ""microsoft.graph.singleResourceGcpPermissionsDefinition"", authorization_system_info = PermissionsDefinitionAuthorizationSystem( authorization_system_id = ""carbide-bonsai-205017"", authorization_system_type = ""GCP"", ), action_info = GcpActionPermissionsDefinitionAction( odata_type = ""microsoft.graph.gcpActionPermissionsDefinitionAction"", actions = [ ""aiplatform:dataitems"", ], ), identity_info = PermissionsDefinitionAuthorizationSystemIdentity( external_id = ""alex@contoso.com"", source = EdIdentitySource( odata_type = ""microsoft.graph.edIdentitySource"", ), identity_type = PermissionsDefinitionIdentityType.User, ), resource_id = ""carbide-bonsai-205017"", ), justification = ""I need to do this because I want to code my own chat GPT-3 bot on GCP"", notes = ""Pretty Pleaseeeee"", schedule_info = RequestSchedule( expiration = ExpirationPattern( duration = ""PT1H"", ), ), ticket_info = TicketInfo( ticket_number = ""INC1234567"", ticket_system = ""ServiceNow"", ticket_submitter_identity_id = ""alex@contoso.com"", ticket_approver_identity_id = ""alexmanager@contoso.com"", ), )",8
scp,calendar.calendar_permissions.by_calendar_permission_id,await graph_client.users.by_user_id('user-id').calendar.calendar_permissions.by_calendar_permission_id('calendarPermission-id').delete(),8
scp,User-PasswordProfile.ReadWrite.All,"- *User-PasswordProfile.ReadWrite.All* is the least privileged permission to update the **passwordProfile** property. - In delegated scenarios, the calling app must be assigned a supported permission *and* a supported Microsoft Entra role. - *Privileged Authentication Administrator* is the least privileged role that's allowed to update this property for *all* administrators in the tenant. - In general, the signed-in user must have a higher privileged administrator role as indicated in [Who can reset passwords](/graph/api/resources/users#who-can-reset-passwords). - In app-only scenarios using Microsoft Graph application permissions, *User-PasswordProfile.ReadWrite.All* is the least privileged permission.",5
scp,BackupRestore-Search.Read.All,BackupRestore-Search.Read.All,5
scp,CustomAuthenticationExtension.ReadWrite.All,CustomAuthenticationExtension.ReadWrite.All,5
scp,CustomAuthenticationExtension.Read.All,CustomAuthenticationExtension.Read.All,5
scp,User.Export.All,User.Export.All and User.Read.All,20
scp,Schedule.Read.All,Schedule.Read.All,5
scp,DelegatedAdminRelationship.ReadWrite.All,DelegatedAdminRelationship.ReadWrite.All,5
scp,DelegatedAdminRelationship.Read.All,DelegatedAdminRelationship.Read.All,5
scp,Directory.AccessAsUser.All,Directory.AccessAsUser.All,20
roles,Device.ReadWrite.All,"Application.ReadWrite.All, Device.Read.All, Device.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All, User.Read.All",5
scp,Device.Read.All,"Application.ReadWrite.All, Device.Read.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All, GroupMember.Read.All, User.Read.All",5
scp,DeviceLocalCredential.ReadBasic.All,DeviceLocalCredential.ReadBasic.All,5
scp,DeviceLocalCredential.Read.All,DeviceLocalCredential.Read.All,5
scp,GroupMember.Read.All,GroupMember.Read.All,5
scp,Sites.Selected,"Sites.FullControl.All, Sites.Manage.All, Sites.Selected",8
scp,Domain.ReadWrite.All,Domain.ReadWrite.All,5
scp,Domain.Read.All,Domain.Read.All,5
scp,Files.ReadWrite.AppFolder,Files.ReadWrite.AppFolder,5
scp,EduAssignments.ReadWriteBasic,EduAssignments.ReadWriteBasic,5
scp,EduAssignments.ReadWrite,EduAssignments.ReadWrite,5
roles,EduAssignments.ReadWriteBasic.All,"EduAssignments.Read.All, EduAssignments.ReadWrite.All, EduAssignments.ReadWriteBasic.All",5
roles,EduAssignments.ReadWrite.All,"EduAssignments.Read.All, EduAssignments.ReadWrite.All, EduAssignments.ReadWriteBasic.All",5
scp,EduAssignments.ReadBasic,EduAssignments.ReadBasic,5
scp,EduAssignments.Read,"EduAssignments.Read, EduAssignments.ReadWrite, EduAssignments.ReadWriteBasic",5
roles,EduAssignments.ReadBasic.All,EduAssignments.ReadBasic.All,5
roles,EduAssignments.Read.All,"EduAssignments.Read.All, EduAssignments.ReadWrite.All, EduAssignments.ReadWriteBasic.All",5
roles,EduRoster.ReadWrite.All,EduRoster.ReadWrite.All,5
scp,EduRoster.ReadBasic,EduRoster.ReadBasic,5
scp,EduRoster.Read,"EduRoster.Read and User.Read, EduRoster.Write and User.Read, EduRoster.Read and Directory.Read.All, EduRoster.Write and Directory.Read.All",5
scp,EduRoster.ReadWrite,"EduRoster.Read, EduRoster.ReadWrite",5
roles,EduRoster.ReadBasic.All,EduRoster.ReadBasic.All,5
roles,EduRoster.Read.All,EduRoster.Read.All,5
roles,Member.Read.Hidden,Member.Read.Hidden,5
scp,EduCurricula.Read,EduCurricula.Read,5
scp,EduCurricula.ReadWrite,EduCurricula.ReadWrite,5
roles,EduCurricula.Read.All,EduCurricula.Read.All,5
roles,EduCurricula.ReadWrite.All,EduCurricula.ReadWrite.All,5
roles,EduRoster.WriteWrite.All,"EduRoster.Read.All, EduRoster.ReadWrite.All, EduRoster.WriteWrite.All",15
scp,EduRoster.Write,"EduRoster.Read and User.Read, EduRoster.Write and User.Read, EduRoster.Read and Directory.Read.All, EduRoster.Write and Directory.Read.All",15
roles,Notes.ReadWrite.All,Notes.ReadWrite.All,5
scp,LearningProvider.ReadWrite,LearningProvider.ReadWrite,5
scp,LearningProvider.Read,LearningProvider.Read,5
scp,EngagementRole.Read.All,EngagementRole.Read.All,5
scp,EngagementRole.ReadWrite.All,EngagementRole.ReadWrite.All,5
scp,EngagementRole.Read,EngagementRole.Read,5
roles,LearningAssignedCourse.ReadWrite.All,LearningAssignedCourse.ReadWrite.All,5
roles,LearningSelfInitiatedCourse.ReadWrite.All,LearningSelfInitiatedCourse.ReadWrite.All,5
roles,EngagementConversation.Migration.All,"Community.ReadWrite.All, EngagementConversation.Migration.All",20
scp,Mail.Read,Mail.Read,5
scp,ExternalConnection.ReadWrite.OwnedBy,ExternalConnection.ReadWrite.OwnedBy,5
scp,ExternalConnection.Read.All,"ExternalConnection.Read.All, ExternalConnection.ReadWrite.All",5
scp,ExternalConnection.ReadWrite.All,"ExternalConnection.Read.All, ExternalConnection.ReadWrite.All",5
scp,ExternalItem.ReadWrite.OwnedBy,ExternalItem.ReadWrite.OwnedBy,5
scp,ExternalItem.ReadWrite.All,ExternalItem.ReadWrite.All,5
scp,ExternalItem.Read.All,"ExternalItem.Read.All, ExternalItem.ReadWrite.All",5
scp,Policy.Read.HybridAuthentication,Policy.Read.HybridAuthentication,5
scp,Policy.ReadWrite.HybridAuthentication,Policy.ReadWrite.HybridAuthentication,5
scp,UserAuthMethod-Passkey.ReadWrite,"UserAuthenticationMethod.ReadWrite.All, UserAuthenticationMethod.Read, UserAuthenticationMethod.Read.All, UserAuthenticationMethod.ReadWrite, UserAuthMethod-Passkey.Read.All, UserAuthMethod-Passkey.ReadWrite, UserAuthMethod-Passkey.ReadWrite.All",5
scp,UserAuthMethod-Passkey.ReadWrite.All,"UserAuthenticationMethod.ReadWrite.All, UserAuthenticationMethod.Read, UserAuthenticationMethod.Read.All, UserAuthenticationMethod.ReadWrite, UserAuthMethod-Passkey.Read.All, UserAuthMethod-Passkey.ReadWrite, UserAuthMethod-Passkey.ReadWrite.All",5
scp,UserAuthMethod-Passkey.Read,UserAuthMethod-Passkey.Read,5
scp,UserAuthMethod-Passkey.Read.All,"UserAuthenticationMethod.ReadWrite.All, UserAuthenticationMethod.Read, UserAuthenticationMethod.Read.All, UserAuthenticationMethod.ReadWrite, UserAuthMethod-Passkey.Read.All, UserAuthMethod-Passkey.ReadWrite, UserAuthMethod-Passkey.ReadWrite.All",5
scp,FileStorageContainer.Selected,FileStorageContainer.Selected,8
scp,FileStorageContainer.Manage.All,FileStorageContainer.Manage.All,20
scp,RiskPreventionProviders.Read.All,RiskPreventionProviders.Read.All,5
scp,RiskPreventionProviders.ReadWrite.All,RiskPreventionProviders.ReadWrite.All,5
scp,LicenseAssignment.ReadWrite.All,LicenseAssignment.ReadWrite.All,5
scp,AppRoleAssignment.ReadWrite.All,AppRoleAssignment.ReadWrite.All and Group.Read.All,5
scp,GroupMember.ReadWrite.All,"Directory.Read.All, Group.Read.All, Group.ReadWrite.All, GroupMember.ReadWrite.All",5
scp,ProfilePhoto.Read.All,ProfilePhoto.Read.All,5
scp,ProfilePhoto.ReadWrite.All,"Group.Read.All, ProfilePhoto.ReadWrite.All",5
scp,GroupSettings.Read.All,GroupSettings.Read.All,5
scp,GroupSettings.ReadWrite.All,"GroupSettings.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All, Group.Read.All, Group.ReadWrite.All",5
roles,Group.Create,Group.Create,8
scp,Calendar.CalendarPermissions.GetAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Users[""{user-id}""].Calendar.CalendarPermissions.GetAsync();",8
scp,graphClient.Me.Calendar.CalendarPermissions.PostAsync,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp var result = await graphClient.Me.Calendar.CalendarPermissions.PostAsync(requestBody);",8
scp,graphClient.Oauth2PermissionGrants,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=go graphClient.Oauth2PermissionGrants().ByOAuth2PermissionGrantId(""oAuth2PermissionGrant-id"").Delete(context.Background(), nil)",8
scp,graphClient.Policies.PermissionGrantPolicies,"// To initialize your graphClient, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=csharp await graphClient.Policies.PermissionGrantPolicies[""{permissionGrantPolicy-id}""].DeleteAsync();",8
scp,permission.setGrantedTo,"Permission permission = new Permission(); LinkedList<String> roles = new LinkedList<String>(); roles.add(""write""); permission.setRoles(roles); IdentitySet grantedTo = new IdentitySet(); Identity application = new Identity(); application.setId(""89ea5c94-7736-4e25-95ad-3fa95f62b66e""); grantedTo.setApplication(application); permission.setGrantedTo(grantedTo); Permission result = graphClient.sites().bySiteId(""{site-id}"").permissions().post(permission);",8
scp,graphClient.oauth2PermissionGrants,"graphClient.oauth2PermissionGrants().byOAuth2PermissionGrantId(""{oAuth2PermissionGrant-id}"").delete();",8
scp,calendar.calendar_permissions.get,result = await graph_client.users.by_user_id('user-id').calendar.calendar_permissions.get(),8
scp,msgraph.generated.models.calendar_permission,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph import GraphServiceClient from msgraph.generated.models.calendar_permission import CalendarPermission from msgraph.generated.models.email_address import EmailAddress from msgraph.generated.models.calendar_role_type import CalendarRoleType # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = CalendarPermission( email_address = EmailAddress( name = ""Samantha Booth"", address = ""samanthab@contoso.com"", ), is_inside_organization = True, is_removable = True, role = CalendarRoleType.Read, )",8
scp,graph_client.me.calendar.calendar_permissions.post,result = await graph_client.me.calendar.calendar_permissions.post(request_body),8
scp,msgraph.generated.models.permission,"# Code snippets are only available for the latest version. Current version is 1.x from msgraph import GraphServiceClient from msgraph.generated.models.permission import Permission from msgraph.generated.models.share_point_identity_set import SharePointIdentitySet from msgraph.generated.models.identity import Identity # To initialize your graph_client, see https://learn.microsoft.com/en-us/graph/sdks/create-client?from=snippets&tabs=python request_body = Permission( roles = [ ""reader"", ], granted_to_v2 = SharePointIdentitySet( user = Identity( additional_data = { ""user_principal_name"" : ""jacob@fabrikam.com"", } ), ), )",8
